"site_name","directions","quadrant","fetch"
"Second Beach South",210,"South",251.184959489941
"Second Beach South",220,"South",224.681132256029
"Second Beach South",230,"West",206.603291004408
"Second Beach South",240,"West",166.529905645868
"Second Beach South",250,"West",206.599479733261
"Second Beach South",260,"West",60000.2328737147
"Second Beach South",270,"West",60000.2
"Second Beach South",280,"West",3266.84376893742
"Second Beach South",290,"West",3011.00227677486
"Second Beach South",300,"West",2745.96990576684
"Second Beach South",310,"West",2028.86345702291
"Second Beach South",320,"North",2285.06233163382
"Second Beach South",330,"North",1947.52530802264
"Second Beach South",340,"North",2193.24992852422
"Second Beach South",350,"North",3431.25751120578
"Swiss Boy",0,"North",1.14408249827261
"Swiss Boy",10,"North",1.17076310519018
"Swiss Boy",20,"North",1.23720716519082
"Swiss Boy",30,"North",1.35530545403583
"Swiss Boy",40,"North",1.55040865030647
"Swiss Boy",50,"East",1.87777944601025
"Swiss Boy",60,"East",2.47577114561278
"Swiss Boy",70,"East",2095.24102095258
"Swiss Boy",80,"East",1707.43034212763
"Swiss Boy",90,"East",1478.44482750585
"Swiss Boy",100,"East",1350.63201344059
"Swiss Boy",110,"East",1306.75769560001
"Swiss Boy",120,"East",2001.67939974836
"Swiss Boy",130,"East",1750.18119360847
"Swiss Boy",140,"South",1543.55823179483
"Swiss Boy",150,"South",2332.36289736403
"Swiss Boy",160,"South",2490.69687625972
"Swiss Boy",170,"South",2155.18835274532
"Swiss Boy",180,"South",2023.40622952355
"Swiss Boy",190,"South",2754.23744226269
"Swiss Boy",200,"South",3759.47711354729
"Swiss Boy",210,"South",5829.5194224515
"Swiss Boy",220,"South",12388.801862011
"Swiss Boy",230,"West",60000.0535048094
"Swiss Boy",240,"West",44.1535757307425
"Swiss Boy",250,"West",39.1580614263412
"Swiss Boy",260,"West",39.3616620978286
"Swiss Boy",270,"West",40.8598342887126
"Swiss Boy",280,"West",5.27875226640325
"Swiss Boy",290,"West",2.98613705315858
"Swiss Boy",300,"West",2.12699018651998
"Swiss Boy",310,"West",1.69167369462634
"Swiss Boy",320,"North",1.44060840896284
"Swiss Boy",330,"North",1.28852693988419
"Swiss Boy",340,"North",1.19842438097654
"Swiss Boy",350,"North",1.15283881690571
"Taylor Rock",0,"North",227.579321821379
"Taylor Rock",10,"North",303.171892832085
"Taylor Rock",20,"North",919.265898615375
"Taylor Rock",30,"North",436.523031792274
"Taylor Rock",40,"North",572.955723804685
"Taylor Rock",50,"East",534.784587762898
"Taylor Rock",60,"East",564.338188065575
"Taylor Rock",70,"East",5026.07868522437
"Taylor Rock",80,"East",3561.72781699578
"Taylor Rock",90,"East",3175.22173663881
"Taylor Rock",100,"East",2653.84728106832
"Taylor Rock",110,"East",2571.80337689791
"Taylor Rock",120,"East",2520.18688816798
"Taylor Rock",130,"East",2109.91924623381
"Taylor Rock",140,"South",25.9846346864051
"Taylor Rock",150,"South",18.490285558417
"Taylor Rock",160,"South",13.5164100629096
"Taylor Rock",170,"South",10.8730468843804
"Taylor Rock",180,"South",9.33163535879521
"Taylor Rock",190,"South",8.39644654339828
"Taylor Rock",200,"South",7.84836413024961
"Taylor Rock",210,"South",7.58376356884827
"Taylor Rock",220,"South",7.55859631809064
"Taylor Rock",230,"West",7.76886823755965
"Taylor Rock",240,"West",8.24899289405081
"Taylor Rock",250,"West",9.08664095838956
"Taylor Rock",260,"West",10.4676620521101
"Taylor Rock",270,"West",13.4124871620443
"Taylor Rock",280,"West",22.1999109723568
"Taylor Rock",290,"West",501.089459064506
"Taylor Rock",300,"West",207.482902017024
"Taylor Rock",310,"West",570.5028338467
"Taylor Rock",320,"North",9492.07702285179
"Taylor Rock",330,"North",620.490492531848
"Taylor Rock",340,"North",212.272295457663
"Taylor Rock",350,"North",224.018988001499
"Turf Island 2",0,"North",60000.00000075
"Turf Island 2",10,"North",10780.3502477601
"Turf Island 2",20,"North",4731.69289372817
"Turf Island 2",30,"North",288.099711925863
"Turf Island 2",40,"North",600.53903177162
"Turf Island 2",50,"East",586.285569967285
"Turf Island 2",60,"East",552.688817073161
"Turf Island 2",70,"East",499.025508532446
"Turf Island 2",80,"East",370.65207348908
"Turf Island 2",90,"East",366.206053739181
"Turf Island 2",100,"East",370.033639244221
"Turf Island 2",110,"East",396.393625644461
"Turf Island 2",120,"East",214.771981023453
"Turf Island 2",130,"East",320.516022640316
"Turf Island 2",140,"South",288.253752494766
"Turf Island 2",150,"South",341.852263832315
"Turf Island 2",160,"South",314.919684360909
"Turf Island 2",170,"South",136.768697232899
"Turf Island 2",180,"South",119.210554812837
"Turf Island 2",190,"South",106.285356486503
"Turf Island 2",200,"South",104.161068150553
"Turf Island 2",210,"South",112.365478795084
"Turf Island 2",220,"South",142.107632311258
"Turf Island 2",230,"West",127.766682190598
"Turf Island 2",240,"West",116.113373566826
"Turf Island 2",250,"West",112.647111959591
"Turf Island 2",260,"West",116.205262229005
"Turf Island 2",270,"West",131.157529196935
"Turf Island 2",280,"West",10750.521407794
"Turf Island 2",290,"West",8123.92354943161
"Turf Island 2",300,"West",7494.1350246106
"Turf Island 2",310,"West",12081.1063809884
"Turf Island 2",320,"North",8699.53537307901
"Turf Island 2",330,"North",8172.97802693515
"Turf Island 2",340,"North",9538.87302574284
"Turf Island 2",350,"North",59999.9838184145
"Tzartus 116",0,"North",21.186801105272
"Tzartus 116",10,"North",26.0636587755065
"Tzartus 116",20,"North",749.508671222994
"Tzartus 116",30,"North",936.794309576363
"Tzartus 116",40,"North",549.755460959372
"Tzartus 116",50,"East",4447.00358634237
"Tzartus 116",60,"East",4260.38506228284
"Tzartus 116",70,"East",3594.74530655815
"Tzartus 116",80,"East",5298.8244167096
"Tzartus 116",90,"East",1881.93329131091
"Tzartus 116",100,"East",4151.65277488704
"Tzartus 116",110,"East",4070.5959037511
"Tzartus 116",120,"East",3768.06926264518
"Tzartus 116",130,"East",2910.92488890799
"Tzartus 116",140,"South",2566.72271084081
"Tzartus 116",150,"South",2049.4393106094
"Tzartus 116",160,"South",1869.83144882484
"Tzartus 116",170,"South",1745.54840555308
"Tzartus 116",180,"South",2373.95640841179
"Tzartus 116",190,"South",2737.16032548884
"Tzartus 116",200,"South",4138.75338352788
"Tzartus 116",210,"South",6855.35927104109
"Tzartus 116",220,"South",123.022885145705
"Tzartus 116",230,"West",112.516190867694
"Tzartus 116",240,"West",109.869608548363
"Tzartus 116",250,"West",111.586285905574
"Tzartus 116",260,"West",117.977282920662
"Tzartus 116",270,"West",122.655678616138
"Tzartus 116",280,"West",17.6336151338647
"Tzartus 116",290,"West",15.1760084071066
"Tzartus 116",300,"West",13.7625126542653
"Tzartus 116",310,"West",13.7754255968503
"Tzartus 116",320,"North",14.2208621155426
"Tzartus 116",330,"North",15.1724798885758
"Tzartus 116",340,"North",16.5740665585959
"Tzartus 116",350,"North",18.316157541621
"Wizard Islet North",0,"North",1525.53663406023
"Wizard Islet North",10,"North",1868.15468745549
"Wizard Islet North",20,"North",2267.94928835571
"Wizard Islet North",30,"North",2938.14436419709
"Wizard Islet North",40,"North",3446.0827169636
"Wizard Islet North",50,"East",6558.55656141965
"Wizard Islet North",60,"East",12800.3645370995
"Wizard Islet North",70,"East",5425.64744353433
"Wizard Islet North",80,"East",4055.42378127149
"Wizard Islet North",90,"East",38.1433833048213
"Wizard Islet North",100,"East",32.7441174303655
"Wizard Islet North",110,"East",28.6251273676996
"Wizard Islet North",120,"East",26.1319076582828
"Wizard Islet North",130,"East",24.7293916132789
"Wizard Islet North",140,"South",24.1666398115051
"Wizard Islet North",150,"South",24.3524001417635
"Wizard Islet North",160,"South",26.2419740780063
"Wizard Islet North",170,"South",29.8951361419706
"Wizard Islet North",180,"South",36.0006968934822
"Wizard Islet North",190,"South",38.6773547313058
"Wizard Islet North",200,"South",43.3550989552881
"Wizard Islet North",210,"South",75.1152973031483
"Wizard Islet North",220,"South",158.368773607294
"Wizard Islet North",230,"West",688.872136768712
"Wizard Islet North",240,"West",834.904586861754
"Wizard Islet North",250,"West",1861.13600059062
"Wizard Islet North",260,"West",59999.9374313841
"Wizard Islet North",270,"West",11419.5087417164
"Wizard Islet North",280,"West",10204.086552205
"Wizard Islet North",290,"West",13778.1343653235
"Wizard Islet North",300,"West",11122.4952173817
"Wizard Islet North",310,"West",976.725566170666
"Wizard Islet North",320,"North",838.461726177365
"Wizard Islet North",330,"North",880.353480551039
"Wizard Islet North",340,"North",1019.70046688195
"Wizard Islet North",350,"North",1145.71299222726
"Wizard Islet South",0,"North",65.0305347705625
"Wizard Islet South",10,"North",81.8385636842982
"Wizard Islet South",20,"North",103.613263457741
"Wizard Islet South",30,"North",119.469307786948
"Wizard Islet South",40,"North",4128.99040402644
"Wizard Islet South",50,"East",7069.81009224323
"Wizard Islet South",60,"East",13135.5377855698
"Wizard Islet South",70,"East",5148.89216146447
"Wizard Islet South",80,"East",4125.22247582483
"Wizard Islet South",90,"East",3781.02988640638
"Wizard Islet South",100,"East",2873.22256922232
"Wizard Islet South",110,"East",2602.10586040167
"Wizard Islet South",120,"East",2639.58760760771
"Wizard Islet South",130,"East",2598.14623238797
"Wizard Islet South",140,"South",2958.71808774062
"Wizard Islet South",150,"South",2444.17437275212
"Wizard Islet South",160,"South",2699.07251282872
"Wizard Islet South",170,"South",3293.91119429619
"Wizard Islet South",180,"South",3602.21860900942
"Wizard Islet South",190,"South",869.430440219848
"Wizard Islet South",200,"South",640.961000635004
"Wizard Islet South",210,"South",602.5552319117
"Wizard Islet South",220,"South",646.780241322382
"Wizard Islet South",230,"West",680.731036518133
"Wizard Islet South",240,"West",630.41209327351
"Wizard Islet South",250,"West",493.599021901391
"Wizard Islet South",260,"West",749.853094819553
"Wizard Islet South",270,"West",13410.358787809
"Wizard Islet South",280,"West",10151.3688840849
"Wizard Islet South",290,"West",13462.2648820143
"Wizard Islet South",300,"West",10114.9952613965
"Wizard Islet South",310,"West",8903.91010108288
"Wizard Islet South",320,"North",1167.88483933415
"Wizard Islet South",330,"North",94.3486225816197
"Wizard Islet South",340,"North",57.7186292021514
"Wizard Islet South",350,"North",57.3586579964939
